Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Trip Duration (min),Request Hour,Request Day,Weekday
3572,City,35,Trip Completed,7/13/2016 18:25,7/13/2016 19:31,65.6,18,7/13/2016,Wednesday
6112,Airport,110,Trip Completed,7/15/2016 15:06,7/15/2016 16:12,65.6,15,7/15/2016,Friday
3236,City,253,Trip Completed,7/13/2016 10:08,7/13/2016 11:13,65.58333333,10,7/13/2016,Wednesday
5757,City,38,Trip Completed,7/15/2016 8:12,7/15/2016 9:17,65.56666667,8,7/15/2016,Friday
4402,City,136,Trip Completed,7/14/2016 8:04,7/14/2016 9:10,65.55,8,7/14/2016,Thursday
3210,City,10,Trip Completed,7/13/2016 9:47,7/13/2016 10:52,65.51666667,9,7/13/2016,Wednesday
4753,City,119,Trip Completed,7/14/2016 15:18,7/14/2016 16:23,65.46666667,15,7/14/2016,Thursday
4699,City,255,Trip Completed,7/14/2016 13:10,7/14/2016 14:15,65.46666667,13,7/14/2016,Thursday
3672,Airport,60,Trip Completed,7/13/2016 19:28,7/13/2016 20:34,65.43333333,19,7/13/2016,Wednesday
4384,City,64,Trip Completed,7/14/2016 7:49,7/14/2016 8:54,65.43333333,7,7/14/2016,Thursday
4898,Airport,58,Trip Completed,7/14/2016 18:02,7/14/2016 19:08,65.4,18,7/14/2016,Thursday
3424,City,73,Trip Completed,7/13/2016 15:48,7/13/2016 16:53,65.4,15,7/13/2016,Wednesday
5171,Airport,88,Trip Completed,7/14/2016 20:29,7/14/2016 21:35,65.35,20,7/14/2016,Thursday
3400,City,148,Trip Completed,7/13/2016 15:04,7/13/2016 16:09,65.28333333,15,7/13/2016,Wednesday
4715,City,219,Trip Completed,7/14/2016 13:22,7/14/2016 14:27,65.23333333,13,7/14/2016,Thursday
4209,City,37,Trip Completed,7/14/2016 5:37,7/14/2016 6:42,65.18333333,5,7/14/2016,Thursday
2732,City,142,Trip Completed,7/13/2016 2:33,7/13/2016 3:38,65.15,2,7/13/2016,Wednesday
5615,City,208,Trip Completed,7/15/2016 6:27,7/15/2016 7:32,65.15,6,7/15/2016,Friday
3508,City,261,Trip Completed,7/13/2016 17:41,7/13/2016 18:46,65.15,17,7/13/2016,Wednesday
5533,City,269,Trip Completed,7/15/2016 5:20,7/15/2016 6:25,65.15,5,7/15/2016,Friday
3096,Airport,3,Trip Completed,7/13/2016 8:17,7/13/2016 9:22,65.13333333,8,7/13/2016,Wednesday
3143,Airport,183,Trip Completed,7/13/2016 8:52,7/13/2016 9:57,65.08333333,8,7/13/2016,Wednesday
6087,Airport,6,Trip Completed,7/15/2016 14:28,7/15/2016 15:33,65.05,14,7/15/2016,Friday
6733,Airport,14,Trip Completed,7/15/2016 23:32,7/16/2016 0:37,65.03333333,23,7/15/2016,Friday
1273,Airport,7,Trip Completed,11/7/2016 22:07,11/7/2016 23:12,65,22,11/7/2016,Monday
145,City,33,Trip Completed,11/7/2016 5:32,11/7/2016 6:37,65,5,11/7/2016,Monday
735,City,33,Trip Completed,11/7/2016 15:27,11/7/2016 16:32,65,15,11/7/2016,Monday
125,City,38,Trip Completed,11/7/2016 5:12,11/7/2016 6:17,65,5,11/7/2016,Monday
2223,City,54,Trip Completed,12/7/2016 18:07,12/7/2016 19:12,65,18,12/7/2016,Wednesday
250,Airport,66,Trip Completed,11/7/2016 6:29,11/7/2016 7:34,65,6,11/7/2016,Monday
733,City,69,Trip Completed,11/7/2016 15:25,11/7/2016 16:30,65,15,11/7/2016,Monday
1351,Airport,94,Trip Completed,11/7/2016 23:44,11/8/2016 0:49,65,23,11/7/2016,Monday
156,Airport,96,Trip Completed,11/7/2016 5:35,11/7/2016 6:40,65,5,11/7/2016,Monday
48,City,150,Trip Completed,11/7/2016 3:14,11/7/2016 4:19,65,3,11/7/2016,Monday
604,City,154,Trip Completed,11/7/2016 11:44,11/7/2016 12:49,65,11,11/7/2016,Monday
2166,City,154,Trip Completed,12/7/2016 17:30,12/7/2016 18:35,65,17,12/7/2016,Wednesday
752,Airport,173,Trip Completed,11/7/2016 16:03,11/7/2016 17:08,65,16,11/7/2016,Monday
426,City,174,Trip Completed,11/7/2016 8:48,11/7/2016 9:53,65,8,11/7/2016,Monday
1985,City,178,Trip Completed,12/7/2016 12:24,12/7/2016 13:29,65,12,12/7/2016,Wednesday
1821,Airport,199,Trip Completed,12/7/2016 9:31,12/7/2016 10:36,65,9,12/7/2016,Wednesday
1908,Airport,205,Trip Completed,12/7/2016 10:35,12/7/2016 11:40,65,10,12/7/2016,Wednesday
2008,Airport,209,Trip Completed,12/7/2016 13:23,12/7/2016 14:28,65,13,12/7/2016,Wednesday
10,City,228,Trip Completed,11/7/2016 0:54,11/7/2016 1:59,65,0,11/7/2016,Monday
1882,Airport,233,Trip Completed,12/7/2016 10:00,12/7/2016 11:05,65,10,12/7/2016,Wednesday
1901,Airport,242,Trip Completed,12/7/2016 10:29,12/7/2016 11:34,65,10,12/7/2016,Wednesday
338,City,248,Trip Completed,11/7/2016 7:50,11/7/2016 8:55,65,7,11/7/2016,Monday
1735,City,250,Trip Completed,12/7/2016 8:28,12/7/2016 9:33,65,8,12/7/2016,Wednesday
1662,City,276,Trip Completed,12/7/2016 7:27,12/7/2016 8:32,65,7,12/7/2016,Wednesday
2348,City,292,Trip Completed,12/7/2016 19:21,12/7/2016 20:26,65,19,12/7/2016,Wednesday
1606,Airport,294,Trip Completed,12/7/2016 6:45,12/7/2016 7:50,65,6,12/7/2016,Wednesday
4849,City,107,Trip Completed,7/14/2016 17:39,7/14/2016 18:44,64.98333333,17,7/14/2016,Thursday
5659,City,174,Trip Completed,7/15/2016 7:03,7/15/2016 8:08,64.98333333,7,7/15/2016,Friday
2835,City,170,Trip Completed,7/13/2016 5:19,7/13/2016 6:24,64.95,5,7/13/2016,Wednesday
6049,City,114,Trip Completed,7/15/2016 13:27,7/15/2016 14:32,64.93333333,13,7/15/2016,Friday
3934,Airport,74,Trip Completed,7/13/2016 22:20,7/13/2016 23:25,64.91666667,22,7/13/2016,Wednesday
4018,Airport,298,Trip Completed,7/13/2016 23:57,7/14/2016 1:02,64.88333333,23,7/13/2016,Wednesday
4087,City,176,Trip Completed,7/14/2016 2:52,7/14/2016 3:57,64.78333333,2,7/14/2016,Thursday
2849,City,164,Trip Completed,7/13/2016 5:29,7/13/2016 6:34,64.75,5,7/13/2016,Wednesday
4578,Airport,196,Trip Completed,7/14/2016 9:59,7/14/2016 11:03,64.75,9,7/14/2016,Thursday
5219,City,124,Trip Completed,7/14/2016 21:00,7/14/2016 22:05,64.73333333,21,7/14/2016,Thursday
5448,Airport,176,Trip Completed,7/15/2016 3:22,7/15/2016 4:27,64.71666667,3,7/15/2016,Friday
6384,Airport,139,Trip Completed,7/15/2016 19:21,7/15/2016 20:26,64.68333333,19,7/15/2016,Friday
3548,Airport,29,Trip Completed,7/13/2016 18:07,7/13/2016 19:12,64.66666667,18,7/13/2016,Wednesday
3690,Airport,275,Trip Completed,7/13/2016 19:43,7/13/2016 20:48,64.66666667,19,7/13/2016,Wednesday
3365,City,29,Trip Completed,7/13/2016 13:47,7/13/2016 14:51,64.61666667,13,7/13/2016,Wednesday
4765,Airport,54,Trip Completed,7/14/2016 15:36,7/14/2016 16:41,64.61666667,15,7/14/2016,Thursday
4500,City,110,Trip Completed,7/14/2016 9:04,7/14/2016 10:09,64.46666667,9,7/14/2016,Thursday
3701,Airport,291,Trip Completed,7/13/2016 19:46,7/13/2016 20:51,64.46666667,19,7/13/2016,Wednesday
5115,Airport,112,Trip Completed,7/14/2016 20:03,7/14/2016 21:08,64.43333333,20,7/14/2016,Thursday
6430,City,224,Trip Completed,7/15/2016 19:51,7/15/2016 20:56,64.43333333,19,7/15/2016,Friday
4648,City,8,Trip Completed,7/14/2016 11:55,7/14/2016 12:59,64.4,11,7/14/2016,Thursday
5500,City,146,Trip Completed,7/15/2016 5:00,7/15/2016 6:04,64.4,5,7/15/2016,Friday
3632,City,221,Trip Completed,7/13/2016 19:02,7/13/2016 20:07,64.35,19,7/13/2016,Wednesday
5966,Airport,23,Trip Completed,7/15/2016 10:54,7/15/2016 11:58,64.28333333,10,7/15/2016,Friday
3268,Airport,54,Trip Completed,7/13/2016 10:27,7/13/2016 11:31,64.26666667,10,7/13/2016,Wednesday
6698,Airport,72,Trip Completed,7/15/2016 22:47,7/15/2016 23:51,64.25,22,7/15/2016,Friday
6711,City,190,Trip Completed,7/15/2016 23:07,7/16/2016 0:11,64.25,23,7/15/2016,Friday
6140,Airport,70,Trip Completed,7/15/2016 15:54,7/15/2016 16:59,64.23333333,15,7/15/2016,Friday
5145,City,251,Trip Completed,7/14/2016 20:19,7/14/2016 21:24,64.18333333,20,7/14/2016,Thursday
4175,City,33,Trip Completed,7/14/2016 5:11,7/14/2016 6:15,64.15,5,7/14/2016,Thursday
4577,Airport,191,Trip Completed,7/14/2016 9:54,7/14/2016 10:58,64.06666667,9,7/14/2016,Thursday
4075,City,4,Trip Completed,7/14/2016 2:17,7/14/2016 3:21,64.05,2,7/14/2016,Thursday
3469,Airport,227,Trip Completed,7/13/2016 17:14,7/13/2016 18:18,64.05,17,7/13/2016,Wednesday
312,City,5,Trip Completed,11/7/2016 7:27,11/7/2016 8:31,64,7,11/7/2016,Monday
6758,Airport,6,Trip Completed,7/15/2016 0:03,7/15/2016 1:07,64,0,7/15/2016,Friday
310,Airport,13,Trip Completed,11/7/2016 7:24,11/7/2016 8:28,64,7,11/7/2016,Monday
728,City,39,Trip Completed,11/7/2016 15:05,11/7/2016 16:09,64,15,11/7/2016,Monday
766,City,44,Trip Completed,11/7/2016 16:23,11/7/2016 17:27,64,16,11/7/2016,Monday
1133,Airport,44,Trip Completed,11/7/2016 20:27,11/7/2016 21:31,64,20,11/7/2016,Monday
635,Airport,46,Trip Completed,11/7/2016 12:25,11/7/2016 13:29,64,12,11/7/2016,Monday
1889,City,69,Trip Completed,12/7/2016 10:14,12/7/2016 11:18,64,10,12/7/2016,Wednesday
1449,Airport,74,Trip Completed,12/7/2016 4:53,12/7/2016 5:57,64,4,12/7/2016,Wednesday
769,Airport,80,Trip Completed,11/7/2016 16:21,11/7/2016 17:25,64,16,11/7/2016,Monday
1241,Airport,81,Trip Completed,11/7/2016 21:38,11/7/2016 22:42,64,21,11/7/2016,Monday
1285,City,83,Trip Completed,11/7/2016 22:13,11/7/2016 23:17,64,22,11/7/2016,Monday
891,Airport,89,Trip Completed,11/7/2016 18:10,11/7/2016 19:14,64,18,11/7/2016,Monday
1344,City,96,Trip Completed,11/7/2016 23:35,11/8/2016 0:39,64,23,11/7/2016,Monday
2065,City,121,Trip Completed,12/7/2016 15:06,12/7/2016 16:10,64,15,12/7/2016,Wednesday
2034,Airport,146,Trip Completed,12/7/2016 14:16,12/7/2016 15:20,64,14,12/7/2016,Wednesday
1262,Airport,158,Trip Completed,11/7/2016 22:00,11/7/2016 23:04,64,22,11/7/2016,Monday
1321,Airport,166,Trip Completed,11/7/2016 23:01,11/8/2016 0:05,64,23,11/7/2016,Monday
1946,Airport,181,Trip Completed,12/7/2016 11:28,12/7/2016 12:32,64,11,12/7/2016,Wednesday
1163,City,245,Trip Completed,11/7/2016 20:47,11/7/2016 21:51,64,20,11/7/2016,Monday
2327,City,246,Trip Completed,12/7/2016 19:09,12/7/2016 20:13,64,19,12/7/2016,Wednesday
273,Airport,261,Trip Completed,11/7/2016 6:51,11/7/2016 7:55,64,6,11/7/2016,Monday
662,City,284,Trip Completed,11/7/2016 12:58,11/7/2016 14:02,64,12,11/7/2016,Monday
1008,Airport,293,Trip Completed,11/7/2016 19:05,11/7/2016 20:09,64,19,11/7/2016,Monday
1690,Airport,298,Trip Completed,12/7/2016 7:52,12/7/2016 8:56,64,7,12/7/2016,Wednesday
3625,Airport,177,Trip Completed,7/13/2016 18:57,7/13/2016 20:01,63.95,18,7/13/2016,Wednesday
5421,Airport,243,Trip Completed,7/15/2016 2:08,7/15/2016 3:12,63.95,2,7/15/2016,Friday
4880,Airport,9,Trip Completed,7/14/2016 17:58,7/14/2016 19:02,63.93333333,17,7/14/2016,Thursday
4862,City,25,Trip Completed,7/14/2016 17:37,7/14/2016 18:41,63.93333333,17,7/14/2016,Thursday
3427,Airport,213,Trip Completed,7/13/2016 15:52,7/13/2016 16:56,63.88333333,15,7/13/2016,Wednesday
5284,City,246,Trip Completed,7/14/2016 21:41,7/14/2016 22:45,63.86666667,21,7/14/2016,Thursday
2831,Airport,279,Trip Completed,7/13/2016 5:22,7/13/2016 6:26,63.81666667,5,7/13/2016,Wednesday
4227,Airport,203,Trip Completed,7/14/2016 5:49,7/14/2016 6:53,63.8,5,7/14/2016,Thursday
4610,City,12,Trip Completed,7/14/2016 10:35,7/14/2016 11:39,63.78333333,10,7/14/2016,Thursday
5326,City,163,Trip Completed,7/14/2016 22:09,7/14/2016 23:13,63.76666667,22,7/14/2016,Thursday
3585,City,232,Trip Completed,7/13/2016 18:29,7/13/2016 19:33,63.76666667,18,7/13/2016,Wednesday
6635,City,289,Trip Completed,7/15/2016 22:01,7/15/2016 23:04,63.76666667,22,7/15/2016,Friday
4421,City,276,Trip Completed,7/14/2016 8:16,7/14/2016 9:20,63.7,8,7/14/2016,Thursday
4375,City,183,Trip Completed,7/14/2016 7:38,7/14/2016 8:42,63.65,7,7/14/2016,Thursday
3761,Airport,24,Trip Completed,7/13/2016 20:35,7/13/2016 21:39,63.63333333,20,7/13/2016,Wednesday
6766,City,108,Trip Completed,7/15/2016 0:06,7/15/2016 1:10,63.63333333,0,7/15/2016,Friday
3763,City,220,Trip Completed,7/13/2016 20:35,7/13/2016 21:39,63.6,20,7/13/2016,Wednesday
6122,City,23,Trip Completed,7/15/2016 15:26,7/15/2016 16:29,63.56666667,15,7/15/2016,Friday
3461,Airport,165,Trip Completed,7/13/2016 17:04,7/13/2016 18:07,63.56666667,17,7/13/2016,Wednesday
4005,Airport,241,Trip Completed,7/13/2016 23:44,7/14/2016 0:48,63.55,23,7/13/2016,Wednesday
6568,Airport,236,Trip Completed,7/15/2016 21:08,7/15/2016 22:12,63.51666667,21,7/15/2016,Friday
5686,City,279,Trip Completed,7/15/2016 7:19,7/15/2016 8:22,63.51666667,7,7/15/2016,Friday
2898,Airport,296,Trip Completed,7/13/2016 6:01,7/13/2016 7:04,63.46666667,6,7/13/2016,Wednesday
4812,City,78,Trip Completed,7/14/2016 17:17,7/14/2016 18:20,63.45,17,7/14/2016,Thursday
3872,City,251,Trip Completed,7/13/2016 21:51,7/13/2016 22:54,63.43333333,21,7/13/2016,Wednesday
5600,City,51,Trip Completed,7/15/2016 6:09,7/15/2016 7:12,63.41666667,6,7/15/2016,Friday
4492,City,103,Trip Completed,7/14/2016 9:01,7/14/2016 10:05,63.36666667,9,7/14/2016,Thursday
3076,City,13,Trip Completed,7/13/2016 8:09,7/13/2016 9:12,63.25,8,7/13/2016,Wednesday
3999,Airport,212,Trip Completed,7/13/2016 23:40,7/14/2016 0:44,63.25,23,7/13/2016,Wednesday
5768,City,162,Trip Completed,7/15/2016 8:27,7/15/2016 9:30,63.2,8,7/15/2016,Friday
3298,City,280,Trip Completed,7/13/2016 11:44,7/13/2016 12:47,63.2,11,7/13/2016,Wednesday
5531,Airport,200,Trip Completed,7/15/2016 5:23,7/15/2016 6:26,63.15,5,7/15/2016,Friday
3953,Airport,231,Trip Completed,7/13/2016 22:49,7/13/2016 23:52,63.06666667,22,7/13/2016,Wednesday
5243,City,50,Trip Completed,7/14/2016 21:12,7/14/2016 22:15,63.03333333,21,7/14/2016,Thursday
5728,City,81,Trip Completed,7/15/2016 7:42,7/15/2016 8:45,63.01666667,7,7/15/2016,Friday
3222,City,145,Trip Completed,7/13/2016 9:51,7/13/2016 10:54,63.01666667,9,7/13/2016,Wednesday
360,Airport,35,Trip Completed,11/7/2016 8:02,11/7/2016 9:05,63,8,11/7/2016,Monday
1104,Airport,36,Trip Completed,11/7/2016 20:17,11/7/2016 21:20,63,20,11/7/2016,Monday
614,City,57,Trip Completed,11/7/2016 11:49,11/7/2016 12:52,63,11,11/7/2016,Monday
582,City,69,Trip Completed,11/7/2016 10:56,11/7/2016 11:59,63,10,11/7/2016,Monday
1963,City,81,Trip Completed,12/7/2016 11:58,12/7/2016 13:01,63,11,12/7/2016,Wednesday
1330,Airport,99,Trip Completed,11/7/2016 23:11,11/8/2016 0:14,63,23,11/7/2016,Monday
1953,Airport,109,Trip Completed,12/7/2016 11:38,12/7/2016 12:41,63,11,12/7/2016,Wednesday
112,Airport,116,Trip Completed,11/7/2016 5:01,11/7/2016 6:04,63,5,11/7/2016,Monday
726,Airport,121,Trip Completed,11/7/2016 15:00,11/7/2016 16:03,63,15,11/7/2016,Monday
533,Airport,123,Trip Completed,11/7/2016 9:55,11/7/2016 10:58,63,9,11/7/2016,Monday
2416,City,128,Trip Completed,12/7/2016 20:06,12/7/2016 21:09,63,20,12/7/2016,Wednesday
2096,Airport,142,Trip Completed,12/7/2016 16:01,12/7/2016 17:04,63,16,12/7/2016,Wednesday
2267,Airport,161,Trip Completed,12/7/2016 18:33,12/7/2016 19:36,63,18,12/7/2016,Wednesday
169,City,184,Trip Completed,11/7/2016 5:45,11/7/2016 6:48,63,5,11/7/2016,Monday
1384,City,184,Trip Completed,12/7/2016 1:15,12/7/2016 2:18,63,1,12/7/2016,Wednesday
564,Airport,195,Trip Completed,11/7/2016 10:20,11/7/2016 11:23,63,10,11/7/2016,Monday
2168,Airport,226,Trip Completed,12/7/2016 17:29,12/7/2016 18:32,63,17,12/7/2016,Wednesday
2282,City,274,Trip Completed,12/7/2016 18:42,12/7/2016 19:45,63,18,12/7/2016,Wednesday
2518,Airport,290,Trip Completed,12/7/2016 21:07,12/7/2016 22:10,63,21,12/7/2016,Wednesday
5793,Airport,225,Trip Completed,7/15/2016 8:38,7/15/2016 9:41,62.98333333,8,7/15/2016,Friday
6062,City,43,Trip Completed,7/15/2016 13:48,7/15/2016 14:51,62.93333333,13,7/15/2016,Friday
4469,City,20,Trip Completed,7/14/2016 8:45,7/14/2016 9:48,62.91666667,8,7/14/2016,Thursday
6009,City,15,Trip Completed,7/15/2016 12:22,7/15/2016 13:25,62.86666667,12,7/15/2016,Friday
2836,City,280,Trip Completed,7/13/2016 5:20,7/13/2016 6:22,62.76666667,5,7/13/2016,Wednesday
6213,City,108,Trip Completed,7/15/2016 17:30,7/15/2016 18:32,62.7,17,7/15/2016,Friday
4635,City,236,Trip Completed,7/14/2016 11:30,7/14/2016 12:33,62.7,11,7/14/2016,Thursday
4719,Airport,91,Trip Completed,7/14/2016 13:43,7/14/2016 14:46,62.63333333,13,7/14/2016,Thursday
3748,City,293,Trip Completed,7/13/2016 20:23,7/13/2016 21:26,62.63333333,20,7/13/2016,Wednesday
3226,City,11,Trip Completed,7/13/2016 10:00,7/13/2016 11:02,62.58333333,10,7/13/2016,Wednesday
2908,Airport,46,Trip Completed,7/13/2016 6:14,7/13/2016 7:17,62.56666667,6,7/13/2016,Wednesday
6681,Airport,53,Trip Completed,7/15/2016 22:32,7/15/2016 23:34,62.56666667,22,7/15/2016,Friday
3323,Airport,251,Trip Completed,7/13/2016 12:29,7/13/2016 13:31,62.55,12,7/13/2016,Wednesday
5956,City,284,Trip Completed,7/15/2016 10:41,7/15/2016 11:44,62.5,10,7/15/2016,Friday
5955,Airport,98,Trip Completed,7/15/2016 10:45,7/15/2016 11:48,62.48333333,10,7/15/2016,Friday
4756,City,196,Trip Completed,7/14/2016 15:20,7/14/2016 16:23,62.46666667,15,7/14/2016,Thursday
3676,City,297,Trip Completed,7/13/2016 19:28,7/13/2016 20:30,62.46666667,19,7/13/2016,Wednesday
4728,City,16,Trip Completed,7/14/2016 14:04,7/14/2016 15:06,62.45,14,7/14/2016,Thursday
4205,City,210,Trip Completed,7/14/2016 5:35,7/14/2016 6:38,62.41666667,5,7/14/2016,Thursday
6488,City,251,Trip Completed,7/15/2016 20:24,7/15/2016 21:27,62.38333333,20,7/15/2016,Friday
5254,City,3,Trip Completed,7/14/2016 21:23,7/14/2016 22:25,62.26666667,21,7/14/2016,Thursday
5495,Airport,13,Trip Completed,7/15/2016 5:00,7/15/2016 6:02,62.23333333,5,7/15/2016,Friday
3321,City,24,Trip Completed,7/13/2016 12:23,7/13/2016 13:25,62.2,12,7/13/2016,Wednesday
6118,City,88,Trip Completed,7/15/2016 15:17,7/15/2016 16:19,62.2,15,7/15/2016,Friday
5337,City,205,Trip Completed,7/14/2016 22:21,7/14/2016 23:23,62.2,22,7/14/2016,Thursday
4518,City,204,Trip Completed,7/14/2016 9:18,7/14/2016 10:20,62.18333333,9,7/14/2016,Thursday
5915,City,244,Trip Completed,7/15/2016 10:00,7/15/2016 11:02,62.11666667,10,7/15/2016,Friday
4234,City,185,Trip Completed,7/14/2016 5:59,7/14/2016 7:01,62.1,5,7/14/2016,Thursday
5359,City,109,Trip Completed,7/14/2016 23:21,7/15/2016 0:24,62.05,23,7/14/2016,Thursday
3525,Airport,176,Trip Completed,7/13/2016 17:48,7/13/2016 18:50,62.05,17,7/13/2016,Wednesday
5025,Airport,281,Trip Completed,7/14/2016 19:05,7/14/2016 20:08,62.03333333,19,7/14/2016,Thursday
2052,City,5,Trip Completed,12/7/2016 14:48,12/7/2016 15:50,62,14,12/7/2016,Wednesday
1167,Airport,16,Trip Completed,11/7/2016 20:50,11/7/2016 21:52,62,20,11/7/2016,Monday
793,City,26,Trip Completed,11/7/2016 17:04,11/7/2016 18:06,62,17,11/7/2016,Monday
2235,Airport,37,Trip Completed,12/7/2016 18:12,12/7/2016 19:14,62,18,12/7/2016,Wednesday
2597,City,57,Trip Completed,12/7/2016 21:52,12/7/2016 22:54,62,21,12/7/2016,Wednesday
1181,Airport,91,Trip Completed,11/7/2016 21:04,11/7/2016 22:06,62,21,11/7/2016,Monday
351,City,99,Trip Completed,11/7/2016 7:53,11/7/2016 8:55,62,7,11/7/2016,Monday
1548,Airport,100,Trip Completed,12/7/2016 6:10,12/7/2016 7:12,62,6,12/7/2016,Wednesday
2294,City,112,Trip Completed,12/7/2016 18:47,12/7/2016 19:49,62,18,12/7/2016,Wednesday
1597,City,120,Trip Completed,12/7/2016 6:40,12/7/2016 7:42,62,6,12/7/2016,Wednesday
123,City,130,Trip Completed,11/7/2016 5:12,11/7/2016 6:14,62,5,11/7/2016,Monday
1896,Airport,137,Trip Completed,12/7/2016 10:23,12/7/2016 11:25,62,10,12/7/2016,Wednesday
2016,City,158,Trip Completed,12/7/2016 13:34,12/7/2016 14:36,62,13,12/7/2016,Wednesday
2632,City,172,Trip Completed,12/7/2016 22:19,12/7/2016 23:21,62,22,12/7/2016,Wednesday
1962,City,201,Trip Completed,12/7/2016 11:59,12/7/2016 13:01,62,11,12/7/2016,Wednesday
1278,City,208,Trip Completed,11/7/2016 22:03,11/7/2016 23:05,62,22,11/7/2016,Monday
1573,Airport,247,Trip Completed,12/7/2016 6:27,12/7/2016 7:29,62,6,12/7/2016,Wednesday
2463,City,255,Trip Completed,12/7/2016 20:33,12/7/2016 21:35,62,20,12/7/2016,Wednesday
618,City,268,Trip Completed,11/7/2016 12:01,11/7/2016 13:03,62,12,11/7/2016,Monday
672,Airport,282,Trip Completed,11/7/2016 13:20,11/7/2016 14:22,62,13,11/7/2016,Monday
2441,City,289,Trip Completed,12/7/2016 20:23,12/7/2016 21:25,62,20,12/7/2016,Wednesday
2025,City,291,Trip Completed,12/7/2016 13:56,12/7/2016 14:58,62,13,12/7/2016,Wednesday
1709,City,292,Trip Completed,12/7/2016 8:09,12/7/2016 9:11,62,8,12/7/2016,Wednesday
1920,City,294,Trip Completed,12/7/2016 10:56,12/7/2016 11:58,62,10,12/7/2016,Wednesday
6763,City,224,Trip Completed,7/15/2016 0:04,7/15/2016 1:06,61.96666667,0,7/15/2016,Friday
5347,Airport,16,Trip Completed,7/14/2016 22:51,7/14/2016 23:53,61.91666667,22,7/14/2016,Thursday
5973,Airport,152,Trip Completed,7/15/2016 11:10,7/15/2016 12:12,61.91666667,11,7/15/2016,Friday
5612,City,36,Trip Completed,7/15/2016 6:15,7/15/2016 7:17,61.88333333,6,7/15/2016,Friday
3624,Airport,144,Trip Completed,7/13/2016 18:52,7/13/2016 19:54,61.85,18,7/13/2016,Wednesday
5041,City,204,Trip Completed,7/14/2016 19:20,7/14/2016 20:21,61.85,19,7/14/2016,Thursday
6301,City,247,Trip Completed,7/15/2016 18:23,7/15/2016 19:24,61.83333333,18,7/15/2016,Friday
3694,City,20,Trip Completed,7/13/2016 19:33,7/13/2016 20:35,61.81666667,19,7/13/2016,Wednesday
4531,City,140,Trip Completed,7/14/2016 9:29,7/14/2016 10:30,61.81666667,9,7/14/2016,Thursday
2963,Airport,246,Trip Completed,7/13/2016 6:46,7/13/2016 7:47,61.66666667,6,7/13/2016,Wednesday
4428,City,223,Trip Completed,7/14/2016 8:18,7/14/2016 9:19,61.65,8,7/14/2016,Thursday
3285,Airport,92,Trip Completed,7/13/2016 10:59,7/13/2016 12:00,61.63333333,10,7/13/2016,Wednesday
4079,Airport,55,Trip Completed,7/14/2016 2:31,7/14/2016 3:33,61.58333333,2,7/14/2016,Thursday
3310,City,81,Trip Completed,7/13/2016 11:55,7/13/2016 12:57,61.58333333,11,7/13/2016,Wednesday
6704,Airport,102,Trip Completed,7/15/2016 22:58,7/15/2016 23:59,61.56666667,22,7/15/2016,Friday
3014,City,5,Trip Completed,7/13/2016 7:28,7/13/2016 8:29,61.55,7,7/13/2016,Wednesday
4747,City,256,Trip Completed,7/14/2016 15:10,7/14/2016 16:12,61.53333333,15,7/14/2016,Thursday
6376,City,212,Trip Completed,7/15/2016 19:12,7/15/2016 20:13,61.51666667,19,7/15/2016,Friday
4813,City,147,Trip Completed,7/14/2016 17:17,7/14/2016 18:18,61.5,17,7/14/2016,Thursday
6657,Airport,75,Trip Completed,7/15/2016 22:11,7/15/2016 23:13,61.45,22,7/15/2016,Friday
3067,City,139,Trip Completed,7/13/2016 7:59,7/13/2016 9:01,61.45,7,7/13/2016,Wednesday
5518,City,140,Trip Completed,7/15/2016 5:15,7/15/2016 6:16,61.45,5,7/15/2016,Friday
4397,City,163,Trip Completed,7/14/2016 7:56,7/14/2016 8:57,61.41666667,7,7/14/2016,Thursday
4569,Airport,29,Trip Completed,7/14/2016 9:48,7/14/2016 10:49,61.36666667,9,7/14/2016,Thursday
3598,Airport,94,Trip Completed,7/13/2016 18:38,7/13/2016 19:40,61.31666667,18,7/13/2016,Wednesday
5786,City,261,Trip Completed,7/15/2016 8:30,7/15/2016 9:32,61.31666667,8,7/15/2016,Friday
6742,City,218,Trip Completed,7/15/2016 23:38,7/16/2016 0:39,61.3,23,7/15/2016,Friday
3957,City,117,Trip Completed,7/13/2016 22:42,7/13/2016 23:43,61.26666667,22,7/13/2016,Wednesday
5209,Airport,171,Trip Completed,7/14/2016 20:58,7/14/2016 21:59,61.26666667,20,7/14/2016,Thursday
2995,City,105,Trip Completed,7/13/2016 7:07,7/13/2016 8:08,61.21666667,7,7/13/2016,Wednesday
6385,Airport,158,Trip Completed,7/15/2016 19:19,7/15/2016 20:21,61.21666667,19,7/15/2016,Friday
6152,Airport,163,Trip Completed,7/15/2016 16:15,7/15/2016 17:16,61.18333333,16,7/15/2016,Friday
4709,Airport,67,Trip Completed,7/14/2016 13:21,7/14/2016 14:22,61.15,13,7/14/2016,Thursday
2951,City,55,Trip Completed,7/13/2016 6:40,7/13/2016 7:41,61.11666667,6,7/13/2016,Wednesday
5478,Airport,42,Trip Completed,7/15/2016 4:43,7/15/2016 5:44,61.08333333,4,7/15/2016,Friday
6257,Airport,194,Trip Completed,7/15/2016 18:03,7/15/2016 19:04,61.06666667,18,7/15/2016,Friday
